id,title,domain
W2023850753,The Growing Relevance of Special Operations Forces in U.S. Military Strategy,Social Sciences
W2287587191,The pathology of pharmacy ethics,Health Sciences
W2922008577,Evaluation of the quality of maternal health services in primary health-care centers by using service provision Assessment,Health Sciences
W4384949902,"Effect of edapho-climatic conditions on fruit productivity, yield and olive oil quality in olive orchards (Olea europaea L.): case of a semi-arid region",Physical Sciences
W2803356806,"The end of pan-Arab media? National, transnational media and identity in Morocco, Tunisia and Jordan after 2011",Social Sciences
W2301241685,"Underdevelopment, Transition & Reconstruction (UTR) in SSA",Life Sciences
W3193336686,Effects of government policies and the Nowruz holidays on confirmed COVID-19 cases in Iran: An intervention time series analysis,Physical Sciences
W871676561,Double Names and Elite Strategy in Roman Egypt,Social Sciences
W4211102787,Teacher Educators in K-12 Classrooms: How to Nurture Professional Development and Research,Social Sciences
W3007775968,Parents’ malevolent personification of mass vaccination solidifies vaccine hesitancy,Social Sciences
W2776427122,Cyber sexual harassment: a cross-sectional survey over female university students in Upper Egypt,Physical Sciences
W1976012235,The Palestinian Media: An Obedient Servant or a Vanguard of Democracy?,Social Sciences
W2052682815,Normative Influence and Desired Family Size among Young People in Rural Egypt,Social Sciences
W1969139604,Efforts for Educational Synthesis under Colonial Rule: Egypt and Tunisia,Social Sciences
W1991853404,THE ROLE OF CULTURAL AND DEMOGRAPHIC DIVERSITY IN CROWDING PERCEPTION: EVIDENCE FROM NATURE RESERVES IN ISRAEL,Social Sciences
W653152788,International Handbook of Juvenile Justice,Social Sciences
W2085865387,Severe von Willebrand's Disease: Incidence and Prevalence,Health Sciences
W2140370180,Agriculture Drout risk management using standardized precipitation index and Aez model,Physical Sciences
W3049101592,Lembar hasil penilaian sejawat sebidang atau peer review karya ilmiah jurnal ilmiah judul culture shock experienced by foreign workers (2),Social Sciences
W2041178920,"Aggression, Grief, and Conflict in a Patient with Psychosis: An Integration of Psychodynamic and Cognitive-Behavioral Perspectives",Health Sciences
W1547779735,THE RIGHT TO CLEAN AIR AND RELATED SANCTIONS IN IRANIAN AND FRENCH LAW,Physical Sciences
W2009669807,Educational technology research trends in Turkey from 1990 to 2011,Social Sciences
W3129953492,Awareness of Premarital Screening and Genetic Counseling among Saudis and its Association with Sociodemographic Factors: a National Study,Life Sciences
W3024654170,Medication errors among Iranian emergency nurses: A systematic review,Health Sciences
W4230615397,Preliminary Material,Unknown
W4313459329,The mediating effect of attitudes on the relationship between e-learning adoption and business students' performance in Jordanian universities,Social Sciences
W3045372708,Identity performance and positioning in online discourse in Jordan,Social Sciences
W3022018534,Cancer in Syrian refugees in Jordan and Lebanon between 2015 and 2017,Health Sciences
W2932649711,Cultures of Empire and International Solidarity,Social Sciences
W641675055,The Relationship between Southeast Asia and the United States: A Contemporary Analysis,Social Sciences
W2276062549,Genotyping of infectious bronchitis viruses from broiler farms in Iraq during 2014-2015,Life Sciences
W2197342951,Consumer Food Handling Recommendations: Is thawing of turkey a food safety issue?,Life Sciences
W3202288339,Rethinking the Palestinian Problem and the ‘Right Strategy’ for Palestinian Liberation,Social Sciences
W1994045442,"Actor, Audience(s) and Emergency Measures: Securitization and the UK's Decision to Invade Iraq",Social Sciences
W2479914111,"Brand Turkey and the Gezi Protests: Authoritarianism in Flux, Law and Neoliberaiism",Social Sciences
W2498712453,Pastor to “Radical Christians”: The Catholic Integrated Community,Social Sciences
W1961074886,"Green turtles (<i>Chelonia mydas</i>) of the north-western Arabian Gulf, Kuwait: the need for conservation",Physical Sciences
W4205248040,Prospects for Biological Control of &lt;em&gt;Marchalina hellenica&lt;/em&gt; in Australia Using a Silver Fly,Life Sciences
W4307223200,Social History of Domestic Appliances in Turkey,Social Sciences
W4367856201,"Assessing the Saudi Population Knowledge, Acceptance, and Perception on the Effectiveness of Following the Safety Precautions During COVID-19 Pandemic",Social Sciences
W2508177157,Social Media Usage of GSM Operators in Turkey: A Content Analysis of Twitter Use,Social Sciences
W2996514630,Journal club as a tool to facilitate evidence based practice in critical care,Health Sciences
W4281641802,Distribution and Abundance of the Glossy Ibis (Plegadis falcinellus) in Wintering and Breeding Grounds in Northeast Algeria,Physical Sciences
W4213124730,"Global, Regional, and National Estimates of Nutritional Deficiency Burden among Reproductive Women from 2010 to 2019",Health Sciences
W2033587336,Algiers carrying capacity with respect to per capita domestic water use,Physical Sciences
W1973148265,Penetrating the Shields of Institutional Immunity: The Political Dynamic of Bereavement in Israel,Social Sciences
W2591475093,Relationship between religion and school students' road behavior in southern Iran,Physical Sciences
W4206048493,"Effects of age, sex and education on verbal fluency tasks in a normal Saudi sample",Life Sciences
W2482693991,Cypriot History(ies) as the Foundation of Modern Reunification Politics,Social Sciences
W3028880104,Health risk assessment of aflatoxin M1 in infant formula milk in IR Iran,Life Sciences
W4247798682,Investigating the role of Expansive Design and Service Design in improving healthy food consumption: case study consuming vegetables,Social Sciences
W3170427349,Toward a Disability Anthropology of the Middle East and North Africa,Social Sciences
W3196366133,"Analysis of companion animal clinics in Istanbul in terms of some physical structures, technical equipment, patients and management",Health Sciences
W3129445128,"Voluntary Work in civil Society:The Role of Women Volunteers in Jeddah, Saudi Arabia",Social Sciences
W2267741536,Blurring or shifting boundaries? Concepts of culture in Turkish–German migrant cinema,Social Sciences
W2460826853,The Securitization of Rogue States in the US,Social Sciences
W4390857851,A New Model of a Spatial Structural Map for Re-Building Urban-Rural Links,Social Sciences
W3171830089,Kamu Yönetiminde Mülki İdare Amirlerinin Sergiledikleri Liderlik Tarzlarının Değerlendirilmesine Yönelik Bir Araştırma,Social Sciences
W2245323,Somalia: From Stateless Order to Talibanisation?,Social Sciences
W3209982223,An evaluation of Turkey's health tourism policies using a social network analysis approach,Health Sciences
W4385950168,"Simulation of current and future water demands using the WEAP model in the Annaba province, Northeastern Algeria: a case study",Physical Sciences
W2154912888,Islam between Jihadi Threats and Islamist Insecurities? Evidence from Belgium and Morocco,Social Sciences
W2169424952,Urban underground development an overview of historical underground cities in Iran,Physical Sciences
W1530994562,Church and State,Social Sciences
W2918599177,"MOLECULAR DIVERSITY AND MORPHOMETRIC ANALYSIS OF CORBICULA FLUMINEA (MÜLLER, 1774) (BIVALVIA: CORBICULIDAE) FROM THE RIVER NILE, EGYPT",Physical Sciences
W4366962235,"m-RESIST, a Mobile Therapeutic Intervention for Treatment-Resistant Schizophrenia: Feasibility, Acceptability, and Usability Study",Social Sciences
W2490260765,Introduction to the 2nd Edition,Social Sciences
W2156683531,Estimation of plasma thiopentone,Health Sciences
W2136456107,Social capital between farmers of Iran,Social Sciences
W3086910314,Review: Epidemiology of <i>Helicobacter pylori</i>,Health Sciences
W3186575079,How efficient are facial masks against COVID-19? Evaluating the mask use of various communities one year into the pandemic,Health Sciences
W2044187595,Social policy and inequality: A case study of problems in a planned society,Social Sciences
W2076631122,Being What We Read: Perennialism in Chinese Islamic Studies,Social Sciences
W4237596338,Epilogue,Social Sciences
W3006955122,INVESTISSEMENTS DIRECTS ÉTRANGERS ET CLIMAT DES AFFAIRES DANS LES PAYS DE l’AFRIQUE DU NORD : ANALYSE COMPARATIVE DANS LECADRE DU CLASSEMENT« DOING BUSINESS »,Social Sciences
W3033677980,"The Role of the Academic and Political Empowerment of Women in Economic, Social and Managerial Empowerment: The Case of Saudi Arabia",Social Sciences
W2586063902,"White Banners: Contention in 'Abbāsid Syria, 750–880, by Paul Cobb. Albany: State University of New York Press, 2001. 228 pages, endnotes, bibliography, index. US$20.95 (paper) ISBN 0791448800",Social Sciences
W2995181724,Cypriotness after postcolonialism,Social Sciences
W2519146133,The Sociological Study of the Relationship Between Social capital and histrionic personality disorders in students,Social Sciences
W4200521492,The Looting and Trafficking of Syrian Antiquities Since 2011 1,Physical Sciences
W4247051961,"&lt;sc&gt;C. Wilfred Griggs&lt;/sc&gt;. &lt;italic&gt;Early Egyptian Christianity: From Its Origins to 451 C.E&lt;/italic&gt;. (Coptic Studies, number 2.) 2d ed. Leiden, The Netherlands: E. J. Brill. 1991. Pp. vii, 276",Social Sciences
W4313442489,A Proposed Accounting Framework for Tax Accounting for Sustainable Development Activities in SMEs,Social Sciences
W3129791171,Time for Childhoods: Young Poets and Questions of Agency by Rachel Conrad,Social Sciences
W4318168380,Global series: Complex regional pain syndrome: abstracts from the International Association for the Study of Pain complex regional pain syndrome SIG virtual symposia 2021,Health Sciences
W2344726360,"International Workshop ""Non-public Actors in Turkish policy-making"" 8th March 2016",Social Sciences
W2588550471,Labouring in a Conflict Zone: Lucrative but Dangerous Prospects for Niger’s Migrants in Libya,Social Sciences
W2746863923,Adoption of Energy Design Strategies for Retrofitting Mass Housing Estates in Northern Cyprus,Physical Sciences
W2322250646,"Is there a Middle East? The Evolution of the Geopolitical Concept Edited by MICHAEL E. BONINE, ABBAS AMANAT and MICHAEL EZEKIEL GASPER",Social Sciences
W1986177216,"Sense of Motion, Senses of Self: Becoming a Dancer",Social Sciences
W2021797795,"Cannibalism, Slavery, and Self-Consumption in Moby-Dick",Social Sciences
W2264599432,Epidemiology and diagnosis of human brucellosis in Jordan.,Health Sciences
W2783053650,"Medical Education in Egypt: Historical Background, Current Status, and Challenges",Health Sciences
W4248896378,Africa — Latin America — Asia — Middle East,Social Sciences
W3010013371,A Descriptive Evaluation on Civil Society Theses Written Between 1993 and 2018 in Turkey,Social Sciences
W3111054047,"The extent of financial inclusion through MGNREGS: a district level analysis in West Bengal, India",Social Sciences
W2974011502,"They Can Kill Me, but They Can’t Eat Me",Social Sciences
W2168700989,English Speech Act Realization of “Refusals” among Iranian EFL Learners,Social Sciences
W4243740906,World disarmament conference,Social Sciences
W2808964162,Limited latitudinal ranging of juvenile whale sharks in the Western Indian Ocean suggests the existence of regional management units,Physical Sciences
W880413369,Chapter Four. The Rewards Of Wisdom: 4qsapiential Work (4q185),Social Sciences
W4301167593,Mauritania.,Social Sciences
W4389761726,"Resisting Closure, Defying the System: Two Dystopian Novels from Egypt",Social Sciences
W4321367146,Sustainable Development and Saudi Vision 2030: Entrepreneurial Orientation of Students Toward E-Businesses and Proposed Model of “Virtual Business Incubator” for SEU,Social Sciences
W4320917197,SOMALIA: Puntland Power Struggle,Social Sciences
W3016974988,Human Rights Violations in Egypt and the Response of UN agencies 'Post Arab Spring',Social Sciences
W2505275108,Taqiyya: War and Deceit in Islam,Social Sciences
W2469795901,[The desire for attachment with the culture of origin--migrant families in psychodynamic therapy].,Social Sciences
W3184422116,Job Burnout in Public and Special School Teachers,Health Sciences
W2035961267,JORDANIAN STUDENTS' BELIEFS ABOUT NONVERBAL BEHAVIORS ASSOCIATED WITH DECEPTION IN JORDAN,Social Sciences
W2169971091,"Intergenerational differences in acculturation experiences, food beliefs and perceived health risks among refugees from the Horn of Africa in Melbourne, Australia",Health Sciences
W2498282380,Europe’s Neighbourhood and Transboundary Differentiation,Social Sciences
W2077690100,"Morals, Process and Political Scandals: The Discursive Role of the Royal Commission in the Somalia Affair in Canada",Social Sciences
W4206267801,Ignore the Poets at Your Peril: A Reflection on Neither Settler nor Native; The Making and Unmaking of Permanent Minorities,Social Sciences
W2007479310,Social Factors in Iraqi Rural‐Urban Migration*,Social Sciences
W4390713154,THE USAGE AND IMPORTANCE OF REQUEST INTERNAL MITIGATION IN AUSTRALIAN ENGLISH AND IRAQI ARABIC: A COMPARATIVE ANALYSIS,Social Sciences
W2325448128,"Anthropology, autonomy and the art of cultural revolution",Social Sciences
W625760754,The population of Turkey.,Social Sciences
W4234023136,The Effect of Demographic Variables on Price Sensitivity of Customers A Field Study,Social Sciences
W4220876328,"Self-compassion, Resilience, Fear of COVID-19, Psychological Distress, and Psychological Well-being among Turkish Adults",Social Sciences
W4280610403,Hastanın Hasta Merkezlilik Algısı Ölçeği Türkçe Geçerlik Güvenilirlik Çalışması,Health Sciences
W2116146980,"Epidemiology of Inflammatory Bowel Diseases , Where are the Iranian Cases ?",Life Sciences
W75537330,ORIGIN OF THE MARRIAGE METAPHOR,Social Sciences
W1578668049,Arab-Israeli military forces in an era of asymmetric wars,Social Sciences
W3137258587,El Batraa manufacturers for chemicals and paint,Social Sciences
W3095762604,"“Say It Loud, Say It Clear…”: Concerting Solidarity in the Canadian Refugees Welcome Movement (2015–2016)",Social Sciences
W2966448241,From Madison Avenue to the Field: Cross-Cultural Uses of Media Research Technology,Social Sciences
W2050838131,American Diplomacy and the Arab-Israeli Conflict,Social Sciences
W2083795752,"“Only Allah Can Heal”: A Cultural Formulation of the Psychological, Religious, and Cultural Experiences of a Somali Man",Social Sciences
W3046356502,Old Kids on the New Block: Engaging Civil Society in Tourism Degrowth,Social Sciences
W3186806680,Nursing staff perception about the quality of health-care system in primary health-care centers in Beni Suef Governorate,Health Sciences
